Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,nom_entreprise,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,Unnamed: 133,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1794628410378540,Non,Tunisienne,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,7.0,2.0,ORALNUM, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",ingénieur systèmes embarqués,Oui,Santé humaine et action sociale,,"C|C++|Java|""Python""",,35000.0,Non,35000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,Les perspectives de carrière dans cette entreprise,,,5.0,5.0,5.0,4.0,5.0,2.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1776091965937530,Oui,,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,16.0,1.0,Jambon d'Aoste,250 à  4 999 salarié(e)s ,Oui,Sigma Alimentos ,"Méthodes, contrôle de production, maintenance",Industrial Ingineering,Oui,Industrie agroalimentaire ,,,,35185.0,Oui,41500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1782335932003810,Oui,,2018,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,25.0,0.0,CIMAT Laudun,De 50 à 249 salarié(e)s ,Oui,FOSELEV,Assistance technique,Adjoint chef de projet,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,35400.0,Oui,42200.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,Le lieu géographique ,oui,oui,5.0,,5.0,3.0,4.0,4.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Télétravail au 1er confinement,5.0,,,Oui
Homme,1789583052871370,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,20.0,3.0,TRF Retail,De 10 à 19 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur FullStack,Oui,Activités informatiques et services d'information (TIC services),,,,35836.0,Oui,37336.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,4.0,3.0,2.0,Oui,"(déjà trouvé)
 Nouvelle perspective de mission possible, et envie d'être à l'étranger",Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Report d'une évolution de carrière|Changement de projet professionnel,4.0,OUI,NON,Oui
Homme,1789312776036290,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,,,30.0,,Veolia,5 000 salarié(e)s ou plus,Non,,Consommateurs,Responsable amélioration des processus,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,35850.0,Non,35850.0,,,,,Non,Quotidiennement,Jamais,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,,oui,oui,5.0,,,,,,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Homme,1876502116047380,Oui,,2019,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),1.0,En France,Provence-Alpes-Côte d'Azur,,14.0,1.0,Rousselot Isle sur la sorgue SAS,De 50 à 249 salarié(e)s ,Oui,Darling Ingredient,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur procédés ,Oui,Industrie chimique,,,,36000.0,Oui,42000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le lieu géographique ,oui,non,3.0,3.0,2.0,3.0,0.0,5.0,Oui,Fin du cdd,Tout à fait d'accord,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur procédés ,En France,Provence-Alpes-Côte d'Azur,Rousselot ,De 50 à 249 salarié(e)s ,Oui,Darling ingrédient ,Industrie chimique,16.0,Oui,Non,Relations personnelles,La notoriété de l'entreprise ,,,,1.0,Recours au télétravail|Report de signature de contrat / Report d'embauche|Annulation d'embauche,4.0,,,
Femme,1783865938042470,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,12.0,0.0,Veolia,5 000 salarié(e)s ou plus,Oui,Veolia Environnement,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur Etudes et Projets Techniques,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,36000.0,Non,36000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Plateforme emploi de l'école (Poly+),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,4.0,4.0,5.0,Non,,Tout à fait d'accord,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1782650222754220,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,11.0,5.0,Enéance,De 10 à 19 salarié(e)s ,Non,,Informatique industrielle et technique ,Ingénieur projet,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,React,,36000.0,Oui,38000.0,OUI,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,2.0,5.0,2.0,Non,,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,
Homme,1883558365383490,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),9.0,En France,Occitanie,,5.0,3.0,Siemens ,250 à  4 999 salarié(e)s ,Oui,Siemens AG,"Méthodes, contrôle de production, maintenance",Ingénieur Électronique ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,Aucun,,36000.0,Oui,39000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1799416649983310,Oui,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,4.0,0.0,Vinci Construction Terrassement,250 à  4 999 salarié(e)s ,Oui,Vinci ,Production - Exploitation ,Ingénieur Travaux,Oui,"Construction, BTP",,,,36000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,,,Relations personnelles,,,,4.0,,,,,,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
Homme,1798527231366880,Oui,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Normandie,,5.0,0.0,GTM Normandie Centre,De 50 à 249 salarié(e)s ,Oui,Vinci Constrcution France,Production - Exploitation ,Ingénieur Travaux,Oui,"Construction, BTP",,,,36000.0,Oui,39900.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Annulation du contrat en graduate program avec VCF,oui,oui,3.0,4.0,5.0,4.0,4.0,3.0,Oui,Plus en adéquation avec la direction et mon projet professionel,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Homme,1794043014866040,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,6.0,4.0,Algodone, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur système embarqué,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,"C|C++|System C|VHDL|Verilog|""python""",,36000.0,Non,36000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1883173612006570,Oui,,2020,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,16.0,5.0,Webfleet Solutions,250 à  4 999 salarié(e)s ,Oui,BRIDGESTONE,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur avant vente,Oui,Télécommunications,,,,36000.0,Non,36000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Démarché(e) par un 'chasseur de têtes',Le secteur d'activité de l'entreprise,oui,oui,4.0,,5.0,4.0,5.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1788410109696550,Non,Malienne ,2019,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,5.0,3.0,Carte noire ,De 50 à 249 salarié(e)s ,Oui,Lavazza ,"Achats, approvisionnements, logistique ",Responsable approvisionnement clients ,Oui,Industrie agroalimentaire ,,,,36000.0,Non,36000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),6 mois ou plus,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,4.0,5.0,Non,,Tout à fait d'accord,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1782327052506100,Oui,,2019,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,18.0,4.0,Crouzet,250 à  4 999 salarié(e)s ,Oui,Crouzet,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur conception electronique,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,"C|VHDL|""Python""",,36000.0,Non,36000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Relations personnelles,Le lieu géographique ,oui,oui,4.0,5.0,5.0,4.0,5.0,3.0,Oui,"PSE, changement de region",Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité|Moins d'offres d'emploi|Perte d'emploi / Cessation d'activité|Formation annulée ou reportée,5.0,,,Oui
Femme,1775956046429000,Oui,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,6.0,3.0,Teamoty, Moins de 10 salarié(e)s ,Non,,Production - Exploitation ,Chargé déploiement opérationnel ,Oui,"Construction, BTP",,,,36000.0,Oui,40000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,non,4.0,5.0,4.0,3.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1782332211989640,Oui,,2019,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,17.0,0.0,Aptiskills,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,Ingénieur consultant ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,36000.0,Oui,45000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,3.0,5.0,4.0,Oui,Rémunération ,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,4.0,,,Oui
Homme,1799286166831190,Oui,,2019,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,17.0,0.0,Spie Batignolles Valérian,250 à  4 999 salarié(e)s ,Oui,Spie Batignolles,Production - Exploitation ,Ingénieur travaux,Oui,"Construction, BTP",,,,36000.0,Oui,55000.0,OUI,OUI,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Les perspectives de carrière dans cette entreprise,oui,non,4.0,,,,,,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Missions modifiées,5.0,,,Oui
Homme,1802846090696890,Oui,,2019,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,11.0,0.0,ETANDEX,250 à  4 999 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur études et commercial,Oui,"Construction, BTP",BTP,,,36000.0,Oui,39000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,5.0,3.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|Difficulté dans l'entreprise d'apprentissage,2.0,,,Oui
Femme,1889250569455230,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,28.0,4.0,,De 10 à 19 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,développeur,Non,Télécommunications,,,,36000.0,Non,36000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,Non,,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,NON,NON,Oui
Homme,1782332280392690,Oui,,2020,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,6.0,0.0,CMI,250 à  4 999 salarié(e)s ,Oui,John cockerill ,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur chef de projets ,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,36000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1793993126148400,Oui,,2020,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Grand Est,,1.0,0.0,MCTI,De 10 à 19 salarié(e)s ,Non,,Production - Exploitation ,chaudronnier,Non,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,36000.0,Non,36000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Relations personnelles,Le contenu de la mission / poste proposé,non,oui,3.0,5.0,5.0,2.0,4.0,3.0,Oui,,Plutôt en désaccord,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, sans autre proposition de contrat",ingénieur de production,A l'étranger,,FIPE,De 50 à 249 salarié(e)s ,Oui,iwf,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,0.0,Oui,Non,Réseaux des anciens / association des anciens élèves (Polytech Connect),L'adéquation avec un projet professionnel ,,Oui,,1.0,,3.0,,,Oui
Femme,1794332471045900,Oui,,2019,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,13.0,3.0,Nestlé Purina Petcare,De 50 à 249 salarié(e)s ,Oui,Nestlé,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Specialiste Formulation,Oui,Industrie agroalimentaire ,,,,36500.0,Oui,39500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,5.0,4.0,4.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Formation annulée ou reportée,4.0,,,Oui
Homme,1789139187302660,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,30.0,5.0,Yooz,De 50 à 249 salarié(e)s ,Non,,"Réseaux, intranet, internet, télécommunications ",Développeur web,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,,,36500.0,Oui,39050.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,4.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,OUI,NON,Oui
